voter_id,age,ip_address,device_id,login_attempts,vote_duration_sec,location_match,previous_votes,is_fraud
V1529,56,192.168.7.127,DV1869,2,110,1,0,0
V0302,90,192.168.10.194,DV1197,3,81,1,3,1
V1608,44,192.168.0.208,DV1143,1,49,1,0,0
V1585,84,192.168.2.144,DV1758,8,20,0,1,1
V0603,21,192.168.7.184,DV1339,1,14,0,0,1
V1652,44,192.168.5.147,DV1380,7,12,1,2,1
V1399,38,192.168.9.56,DV1606,1,115,1,2,1
V1494,60,192.168.2.246,DV1585,7,33,1,1,1
V1446,24,192.168.5.166,DV1434,4,37,0,0,1
V1921,62,192.168.4.116,DV1446,2,113,0,3,1
V1636,67,192.168.7.12,DV1229,4,51,0,3,1
V1572,62,192.168.4.202,DV1879,3,14,1,1,1
V0637,83,192.168.0.229,DV1586,3,10,0,2,1
V0389,40,192.168.10.181,DV1819,5,120,0,1,1
V1967,62,192.168.7.223,DV1723,3,11,1,0,0
V0613,50,192.168.3.30,DV1185,1,111,1,0,0
V1891,21,192.168.2.225,DV1920,8,18,1,0,1
V0905,70,192.168.3.241,DV1178,1,79,0,3,1
V1435,76,192.168.2.214,DV1873,7,34,0,1,1
V2928,34,192.168.1.23,DV1048,2,70,1,0,0
V0478,57,192.168.4.33,DV1181,1,92,1,0,0
V1286,72,192.168.2.213,DV1437,5,91,1,3,1
V0421,62,192.168.6.81,DV1810,3,34,1,0,0
V1614,63,192.168.1.224,DV1892,3,39,0,1,1
V0732,30,192.168.0.147,DV1657,7,87,1,2,1
V2069,63,192.168.6.120,DV1901,8,44,1,3,1
V0356,47,192.168.1.88,DV1619,7,102,1,0,1
V2613,52,192.168.7.131,DV1319,3,11,1,0,0
V0693,39,192.168.2.219,DV1023,3,96,0,2,1
V1087,61,192.168.2.55,DV1189,2,98,1,0,0
V1904,51,192.168.9.83,DV1029,1,45,0,3,1
V0183,72,192.168.8.250,DV1785,1,80,1,0,0
V0647,79,192.168.3.233,DV1879,2,39,1,2,1
V1216,47,192.168.4.166,DV1077,6,118,0,2,1
V1097,72,192.168.9.81,DV1566,2,37,1,3,1
V1913,72,192.168.5.170,DV1148,1,98,1,0,0
V0370,49,192.168.5.97,DV1287,7,49,0,1,1
V0994,61,192.168.3.153,DV1864,7,18,0,3,1
V1187,84,192.168.5.151,DV1197,2,16,0,0,1
V0242,87,192.168.4.83,DV1105,2,44,1,2,1
V0136,82,192.168.9.85,DV1890,2,114,1,0,0
V2454,51,192.168.9.13,DV1743,3,113,1,0,0
V1194,77,192.168.9.178,DV1339,6,81,1,3,1
V1829,74,192.168.7.212,DV1743,1,40,1,0,0
V1300,33,192.168.8.72,DV1973,4,50,1,3,1
V2973,45,192.168.7.105,DV1921,2,67,1,0,0
V0767,80,192.168.9.137,DV1090,3,28,1,0,0
V1654,78,192.168.4.160,DV1031,3,50,0,2,1
V0445,18,192.168.6.7,DV1238,6,84,0,2,1
V1753,23,192.168.4.156,DV1203,7,25,0,2,1
V2432,69,192.168.9.196,DV1367,3,58,1,0,0
V0317,66,192.168.6.21,DV1699,3,86,1,0,0
V0934,63,192.168.4.129,DV1696,7,38,0,0,1
V1619,28,192.168.8.123,DV1969,3,37,0,0,1
V0414,47,192.168.6.168,DV1093,2,3,0,3,1
V1159,50,192.168.10.98,DV1359,4,77,1,0,1
V2015,22,192.168.2.231,DV1106,4,3,1,0,1
V1994,86,192.168.0.211,DV1845,7,97,0,2,1
V1127,61,192.168.3.207,DV1763,4,47,1,2,1
V1966,73,192.168.1.245,DV1175,1,74,1,0,0
V1301,83,192.168.6.170,DV1192,1,84,1,0,0
V2446,67,192.168.0.252,DV1164,2,101,1,0,0
V2736,47,192.168.1.244,DV1085,2,62,1,0,0
V1552,44,192.168.5.164,DV1294,5,96,0,0,1
V0920,39,192.168.9.249,DV1566,4,14,1,3,1
V1325,64,192.168.9.27,DV1694,3,51,1,1,1
V1971,24,192.168.5.151,DV1122,2,81,0,3,1
V1038,74,192.168.10.82,DV1900,7,104,0,2,1
V0821,61,192.168.7.188,DV1894,5,102,1,1,1
V0504,86,192.168.5.225,DV1420,5,52,1,3,1
V1890,56,192.168.2.109,DV1277,4,120,0,2,1
V1192,25,192.168.3.130,DV1838,1,57,1,1,1
V0590,27,192.168.2.247,DV1177,2,51,0,3,1
V1359,72,192.168.10.131,DV1954,3,64,1,0,0
V1930,68,192.168.9.50,DV1254,6,12,0,2,1
V1578,73,192.168.1.36,DV1539,8,91,1,2,1
V0950,55,192.168.7.230,DV1296,3,105,1,2,1
V1684,22,192.168.6.26,DV1954,6,27,0,0,1
V0241,84,192.168.4.206,DV1084,7,13,1,1,1
V1033,58,192.168.8.109,DV1486,4,38,0,2,1
V0962,56,192.168.9.78,DV1505,8,31,0,0,1
V1248,40,192.168.4.32,DV1547,7,24,0,0,1
V0922,49,192.168.3.84,DV1444,4,117,0,0,1
V1386,58,192.168.0.47,DV1041,1,9,1,1,1
V1632,53,192.168.1.53,DV1933,3,110,0,2,1
V1490,43,192.168.7.244,DV1127,6,104,1,3,1
V1747,40,192.168.7.192,DV1895,2,7,1,0,1
V2099,48,192.168.1.194,DV1368,6,46,0,3,1
V1898,28,192.168.10.165,DV1829,7,115,1,0,1
V2027,68,192.168.2.121,DV1111,8,41,1,0,1
V2805,54,192.168.7.250,DV1980,3,116,1,0,0
V0633,27,192.168.8.165,DV1287,4,22,0,1,1
V1374,43,192.168.7.246,DV1681,5,18,1,3,1
V0801,38,192.168.10.73,DV1625,3,61,1,0,0
V1347,27,192.168.4.32,DV1544,2,90,1,0,0
V1604,32,192.168.0.217,DV1767,2,59,1,0,0
V1359,72,192.168.10.131,DV1954,3,64,1,0,0
V2617,35,192.168.4.102,DV1491,3,99,1,0,0
V2736,47,192.168.1.244,DV1085,2,62,1,0,0
V2899,68,192.168.6.57,DV1086,2,31,1,0,0
V1744,30,192.168.5.235,DV1259,1,80,1,0,0
V1092,86,192.168.3.23,DV1308,8,21,1,3,1
V1731,53,192.168.4.211,DV1933,7,77,1,2,1
V1537,63,192.168.8.214,DV1893,4,87,0,0,1
V1410,90,192.168.7.242,DV1746,3,85,1,0,0
V1849,42,192.168.1.232,DV1924,3,69,1,0,0
V0016,37,192.168.10.41,DV1811,7,79,0,3,1
V0752,73,192.168.4.202,DV1403,3,19,1,0,0
V1026,38,192.168.4.35,DV1029,5,104,1,1,1
V1988,85,192.168.9.148,DV1719,7,99,0,2,1
V0317,66,192.168.6.21,DV1699,3,86,1,0,0
V0447,71,192.168.7.247,DV1061,3,94,1,0,0
V1487,29,192.168.1.23,DV1665,1,81,1,0,0
V1653,36,192.168.0.84,DV1621,6,45,1,2,1
V0945,41,192.168.2.215,DV1725,3,23,0,0,1
V2390,35,192.168.7.157,DV1851,1,89,1,0,0
V1529,56,192.168.7.127,DV1869,2,110,1,0,0
V1455,45,192.168.10.168,DV1144,3,67,1,3,1
V2618,72,192.168.0.160,DV1853,2,14,1,0,0
V1523,58,192.168.5.51,DV1201,1,105,1,3,1
V2565,38,192.168.10.162,DV1657,1,31,1,0,0
V1462,90,192.168.7.11,DV1372,5,54,1,1,1
V1956,55,192.168.9.146,DV1994,2,44,0,3,1
V0870,85,192.168.6.4,DV1295,8,51,1,0,1
V1317,22,192.168.9.82,DV1316,2,38,1,1,1
V0002,87,192.168.1.152,DV1432,1,6,0,1,1
V0064,88,192.168.0.78,DV1293,4,58,1,3,1
V0347,52,192.168.6.21,DV1382,7,61,0,1,1
V0397,46,192.168.8.74,DV1172,8,75,1,0,1
V1301,83,192.168.6.170,DV1192,1,84,1,0,0
V1866,70,192.168.5.166,DV1824,3,61,1,0,0
V0505,22,192.168.2.71,DV1412,3,82,1,0,0
V0806,85,192.168.9.160,DV1362,3,81,1,3,1
V0044,74,192.168.8.181,DV1309,1,88,1,0,0
V0585,25,192.168.4.53,DV1771,1,48,1,0,0
V0601,39,192.168.8.137,DV1007,2,29,0,3,1
V2565,38,192.168.10.162,DV1657,1,31,1,0,0
V0439,22,192.168.8.206,DV1935,7,31,1,1,1
V0835,26,192.168.7.29,DV1359,8,62,0,2,1
V0787,84,192.168.10.247,DV1050,4,40,1,3,1
V1966,73,192.168.1.245,DV1175,1,74,1,0,0
V0162,71,192.168.10.26,DV1853,8,81,1,2,1
V0424,24,192.168.3.127,DV1395,2,33,1,0,0
V1879,72,192.168.6.207,DV1498,1,109,0,2,1
V1262,60,192.168.0.156,DV1933,8,51,0,0,1
V0440,71,192.168.5.70,DV1845,2,76,1,0,0
V1171,39,192.168.8.50,DV1675,3,11,0,0,1
V0700,90,192.168.6.135,DV1655,5,119,1,3,1
V0593,24,192.168.10.158,DV1863,5,65,1,0,1
V0942,85,192.168.8.114,DV1468,5,75,0,2,1
V1680,72,192.168.7.134,DV1129,8,40,0,0,1
V0050,88,192.168.2.111,DV1130,1,42,1,0,0
V0005,61,192.168.4.40,DV1220,6,16,0,3,1
V1865,90,192.168.6.196,DV1427,1,100,1,0,0
V0410,61,192.168.10.196,DV1049,1,15,1,0,0
V1436,25,192.168.2.31,DV1985,3,51,0,3,1
V0711,29,192.168.2.4,DV1505,4,46,1,2,1
V1976,51,192.168.6.52,DV1232,6,85,0,2,1
V1263,47,192.168.0.158,DV1777,2,42,0,3,1
V1045,54,192.168.3.22,DV1424,6,26,1,3,1
V1594,76,192.168.1.145,DV1398,1,77,1,0,0
V0980,83,192.168.9.16,DV1480,2,119,1,0,0
V0497,67,192.168.8.108,DV1988,8,76,0,3,1
V0826,33,192.168.4.39,DV1161,5,17,0,0,1
V0750,66,192.168.0.79,DV1536,1,43,0,2,1
V0623,88,192.168.4.140,DV1915,8,86,0,2,1
V0383,49,192.168.8.45,DV1565,3,45,1,3,1
V1179,26,192.168.10.161,DV1099,1,64,1,0,0
V0189,80,192.168.9.114,DV1424,5,30,0,2,1
V0632,79,192.168.9.2,DV1513,3,59,0,1,1
V2802,83,192.168.8.163,DV1907,1,71,1,0,0
V2350,37,192.168.1.214,DV1922,3,63,1,0,0
V0542,33,192.168.5.183,DV1666,1,51,1,0,0
V0888,25,192.168.10.246,DV1662,2,49,1,0,0
V1606,43,192.168.4.126,DV1448,5,31,0,1,1
V1946,50,192.168.5.210,DV1699,6,48,0,2,1
V0035,79,192.168.3.222,DV1410,1,24,1,0,0
V0073,53,192.168.8.125,DV1641,4,38,1,0,1
V2565,38,192.168.10.162,DV1657,1,31,1,0,0
V1967,62,192.168.7.223,DV1723,3,11,1,0,0
V1232,25,192.168.5.133,DV1011,3,44,1,3,1
V0421,62,192.168.6.81,DV1810,3,34,1,0,0
V1643,52,192.168.10.65,DV1801,1,18,1,2,1
V0974,89,192.168.9.177,DV1851,2,56,1,0,0
V1791,51,192.168.3.132,DV1832,8,58,0,3,1
V2038,49,192.168.1.170,DV1968,3,119,1,0,0
V0478,57,192.168.4.33,DV1181,1,92,1,0,0
V0502,84,192.168.7.235,DV1894,1,103,1,0,0
V1244,21,192.168.1.164,DV1711,8,51,1,3,1
V1377,82,192.168.0.197,DV1700,4,9,1,3,1
V1948,89,192.168.8.166,DV1329,7,99,1,1,1
V2024,67,192.168.7.94,DV1345,6,88,1,1,1
V0974,89,192.168.9.177,DV1851,2,56,1,0,0
V1648,24,192.168.3.30,DV1670,1,26,1,2,1
V1959,19,192.168.4.63,DV1987,1,112,1,3,1
V1143,29,192.168.2.182,DV1025,5,74,0,0,1
V1022,73,192.168.6.82,DV1880,2,84,0,3,1
V0158,31,192.168.10.60,DV1482,1,82,1,1,1
V0525,81,192.168.4.67,DV1928,7,54,1,0,1
V1233,38,192.168.1.34,DV1549,7,64,0,3,1
V0127,88,192.168.0.142,DV1417,2,31,0,3,1
V0353,44,192.168.9.37,DV1770,7,12,1,1,1
V0067,46,192.168.3.38,DV1025,1,34,1,0,0
V1558,90,192.168.10.254,DV1297,4,70,0,1,1
V0046,54,192.168.9.54,DV1734,6,29,1,3,1
V1397,81,192.168.10.137,DV1891,2,24,1,3,1
V2002,23,192.168.7.33,DV1678,4,12,0,0,1
V1116,70,192.168.7.244,DV1872,6,6,1,1,1
V1995,23,192.168.3.26,DV1468,3,117,0,2,1
V1084,90,192.168.4.91,DV1260,2,101,0,0,1
V0190,73,192.168.1.73,DV1694,8,70,1,0,1
V2350,37,192.168.1.214,DV1922,3,63,1,0,0
V2038,49,192.168.1.170,DV1968,3,119,1,0,0
V1384,61,192.168.6.123,DV1062,7,85,0,2,1
V1099,38,192.168.4.186,DV1196,8,47,1,1,1
V0912,86,192.168.2.41,DV1804,1,65,0,0,1
V1649,23,192.168.8.184,DV1233,1,94,1,2,1
V2041,20,192.168.7.243,DV1687,6,116,1,0,1
V1725,65,192.168.9.167,DV1169,3,40,0,2,1
V0969,55,192.168.4.136,DV1654,2,68,0,1,1
V1381,82,192.168.9.47,DV1193,3,32,0,1,1
V0721,29,192.168.3.41,DV1511,2,90,1,0,0
V1526,54,192.168.2.216,DV1990,7,7,0,2,1
V0427,26,192.168.0.68,DV1220,1,10,1,2,1
V2626,79,192.168.1.198,DV1528,3,92,1,0,0
V1389,60,192.168.5.190,DV1829,6,98,1,1,1
V0585,25,192.168.4.53,DV1771,1,48,1,0,0
V2840,78,192.168.6.24,DV1929,1,73,1,0,0
V0948,75,192.168.8.250,DV1166,5,18,0,3,1
V0077,71,192.168.6.232,DV1788,1,112,1,3,1
V1488,81,192.168.9.238,DV1557,2,84,1,0,0
V1410,90,192.168.7.242,DV1746,3,85,1,0,0
V0848,54,192.168.0.61,DV1442,7,83,1,3,1
V1698,61,192.168.10.210,DV1046,5,60,1,1,1
V1126,24,192.168.10.241,DV1127,8,41,0,3,1
V0305,60,192.168.4.150,DV1740,1,36,1,1,1
V2036,55,192.168.4.26,DV1821,3,118,0,1,1
V1989,59,192.168.2.115,DV1781,4,40,1,3,1
V1444,45,192.168.6.159,DV1057,4,53,0,0,1
V2020,36,192.168.4.164,DV1748,3,52,1,1,1
V1221,62,192.168.6.243,DV1415,1,63,0,3,1
V1897,64,192.168.4.215,DV1066,7,111,1,1,1
V1723,39,192.168.10.206,DV1537,8,20,1,3,1
V0306,25,192.168.10.31,DV1476,5,23,1,2,1
V0035,79,192.168.3.222,DV1410,1,24,1,0,0
V1379,49,192.168.9.40,DV1746,3,34,1,0,0
V0857,84,192.168.1.134,DV1911,2,34,1,0,0
V0334,49,192.168.9.181,DV1209,7,120,0,2,1
V0778,53,192.168.2.200,DV1192,2,19,0,0,1
V0714,42,192.168.4.210,DV1390,1,18,0,3,1
V1664,28,192.168.6.108,DV1517,3,76,1,1,1
V2802,83,192.168.8.163,DV1907,1,71,1,0,0
V1755,29,192.168.1.236,DV1092,3,96,0,1,1
V0789,77,192.168.10.116,DV1092,2,26,0,3,1
V0412,56,192.168.2.224,DV1955,5,14,1,2,1
V0131,71,192.168.5.240,DV1806,5,108,0,2,1
V1518,41,192.168.5.110,DV1809,3,48,0,0,1
V1617,43,192.168.5.228,DV1783,1,20,0,2,1
V0351,47,192.168.3.231,DV1888,8,37,0,0,1
V1450,90,192.168.9.12,DV1577,8,8,0,2,1
V0144,40,192.168.1.157,DV1891,7,82,0,3,1
V0739,39,192.168.2.141,DV1411,6,87,0,3,1
V0132,56,192.168.9.149,DV1675,8,113,0,3,1
V1407,88,192.168.3.210,DV1452,4,44,1,1,1
V1800,41,192.168.4.185,DV1668,2,110,1,0,0
V1394,64,192.168.7.162,DV1734,2,119,1,0,0
V0800,56,192.168.5.236,DV1089,1,16,1,1,1
V1687,34,192.168.3.163,DV1896,2,69,0,0,1
V2092,65,192.168.7.199,DV1931,3,60,1,1,1
V1594,76,192.168.1.145,DV1398,1,77,1,0,0
V0648,42,192.168.0.182,DV1761,1,76,0,0,1
V1547,66,192.168.6.50,DV1301,4,54,0,2,1
V1849,42,192.168.1.232,DV1924,3,69,1,0,0
V2928,34,192.168.1.23,DV1048,2,70,1,0,0
V1874,56,192.168.9.52,DV1575,2,59,0,2,1
V0039,26,192.168.9.18,DV1691,4,54,0,1,1
V1030,29,192.168.3.154,DV1125,6,45,1,1,1
V0464,81,192.168.6.226,DV1563,8,10,0,2,1
V1667,34,192.168.8.222,DV1542,7,118,1,2,1
V0258,34,192.168.8.164,DV1601,3,101,0,3,1
V0767,80,192.168.9.137,DV1090,3,28,1,0,0
V0543,24,192.168.10.28,DV1669,1,9,0,3,1
V0125,24,192.168.3.69,DV1562,3,39,1,3,1
V1380,51,192.168.3.171,DV1840,7,28,1,0,1
V1818,40,192.168.6.74,DV1003,6,100,1,1,1
V0317,66,192.168.6.21,DV1699,3,86,1,0,0
V0267,58,192.168.5.250,DV1408,3,100,1,0,0
V1830,64,192.168.6.184,DV1949,8,57,0,0,1
V1853,90,192.168.0.149,DV1440,2,95,1,1,1
V0375,87,192.168.0.203,DV1991,6,92,0,0,1
V1927,78,192.168.7.83,DV1139,5,3,0,2,1
V0400,22,192.168.7.68,DV1356,2,59,0,1,1
V0413,28,192.168.5.171,DV1925,3,9,1,2,1
V2060,28,192.168.2.250,DV1202,5,21,0,0,1
V0767,80,192.168.9.137,DV1090,3,28,1,0,0
V0208,85,192.168.8.157,DV1162,6,50,1,3,1
V0349,69,192.168.6.97,DV1565,8,10,0,1,1
V2714,48,192.168.1.35,DV1429,2,52,1,0,0
V0796,18,192.168.9.196,DV1259,1,61,1,3,1
V0456,29,192.168.3.248,DV1364,7,68,0,2,1
V1608,44,192.168.0.208,DV1143,1,49,1,0,0
V2736,47,192.168.1.244,DV1085,2,62,1,0,0
V0043,34,192.168.5.226,DV1070,4,50,1,1,1
V1662,75,192.168.6.59,DV1583,3,71,0,3,1
V1751,64,192.168.8.4,DV1963,7,56,0,0,1
V1179,26,192.168.10.161,DV1099,1,64,1,0,0
V1487,29,192.168.1.23,DV1665,1,81,1,0,0
V1822,20,192.168.9.227,DV1808,7,73,0,1,1
V1887,43,192.168.9.237,DV1363,3,27,0,1,1
V1748,37,192.168.2.223,DV1871,3,13,1,0,0
V0186,29,192.168.8.56,DV1385,7,61,1,1,1
V1277,57,192.168.7.73,DV1384,8,12,1,1,1
V0392,41,192.168.7.163,DV1550,3,74,0,3,1
V2736,47,192.168.1.244,DV1085,2,62,1,0,0
V2014,70,192.168.8.137,DV1017,3,95,1,2,1
V0752,73,192.168.4.202,DV1403,3,19,1,0,0
V0172,84,192.168.4.118,DV1658,1,10,1,3,1
V0007,86,192.168.1.250,DV1944,7,13,1,2,1
V0813,35,192.168.7.40,DV1642,8,117,1,3,1
V1379,49,192.168.9.40,DV1746,3,34,1,0,0
V1476,56,192.168.2.51,DV1357,7,64,1,1,1
V0746,47,192.168.4.208,DV1307,2,76,1,1,1
V1366,77,192.168.9.218,DV1499,1,48,0,3,1
V2802,83,192.168.8.163,DV1907,1,71,1,0,0
V1855,40,192.168.5.130,DV1494,5,85,1,2,1
V1679,18,192.168.7.214,DV1842,1,50,0,2,1
V0719,59,192.168.0.43,DV1813,5,77,0,3,1
V1560,87,192.168.4.170,DV1498,5,49,1,0,1
V1507,38,192.168.2.77,DV1010,3,87,0,0,1
V2054,48,192.168.1.222,DV1077,1,95,0,2,1
V1900,90,192.168.0.33,DV1531,3,20,1,0,0
V0045,35,192.168.4.30,DV1911,2,98,0,2,1
V0424,24,192.168.3.127,DV1395,2,33,1,0,0
V1835,90,192.168.4.153,DV1036,3,21,1,0,0
V1240,90,192.168.1.101,DV1715,1,33,0,2,1
V0728,20,192.168.9.220,DV1372,4,44,0,3,1
V1913,72,192.168.5.170,DV1148,1,98,1,0,0
V1503,32,192.168.7.238,DV1610,2,16,0,2,1
V1204,26,192.168.1.37,DV1903,3,104,0,1,1
V1128,35,192.168.6.134,DV1755,4,16,1,1,1
V1329,29,192.168.7.222,DV1837,7,38,1,2,1
V0921,45,192.168.9.122,DV1857,8,38,0,3,1
V0585,25,192.168.4.53,DV1771,1,48,1,0,0
V1269,84,192.168.5.47,DV1452,1,11,1,0,0
V1913,72,192.168.5.170,DV1148,1,98,1,0,0
V0619,60,192.168.7.119,DV1456,6,102,1,3,1
V0755,89,192.168.3.125,DV1404,4,74,0,1,1
V1493,71,192.168.0.4,DV1026,3,104,1,2,1
V2432,69,192.168.9.196,DV1367,3,58,1,0,0
V1519,45,192.168.10.96,DV1380,3,102,1,0,0
V0391,83,192.168.6.108,DV1610,3,76,1,3,1
V0226,22,192.168.4.235,DV1849,8,92,0,3,1
V2351,39,192.168.5.9,DV1545,3,90,1,0,0
V1748,37,192.168.2.223,DV1871,3,13,1,0,0
V0644,79,192.168.10.34,DV1923,1,117,1,3,1
V1979,57,192.168.0.205,DV1926,6,112,0,1,1
V0136,82,192.168.9.85,DV1890,2,114,1,0,0
V0210,60,192.168.1.143,DV1694,7,39,1,1,1
V1392,27,192.168.8.159,DV1351,5,95,1,1,1
V1110,39,192.168.10.31,DV1891,4,119,1,1,1
V1705,23,192.168.2.73,DV1308,1,32,0,0,1
V0898,32,192.168.7.153,DV1818,4,11,0,3,1
V1343,88,192.168.4.67,DV1390,3,54,1,0,0
V1569,56,192.168.7.74,DV1066,5,4,1,0,1
V1174,72,192.168.10.173,DV1965,1,112,1,3,1
V2446,67,192.168.0.252,DV1164,2,101,1,0,0
V1611,72,192.168.10.97,DV1894,2,75,0,1,1
V2102,51,192.168.3.62,DV1057,1,9,0,3,1
V0953,59,192.168.0.156,DV1656,4,77,0,2,1
V0925,45,192.168.2.92,DV1302,4,85,0,0,1
V1761,29,192.168.7.91,DV1592,6,47,1,1,1
V1064,51,192.168.2.181,DV1478,7,17,1,0,1
V0243,75,192.168.9.184,DV1436,3,91,1,2,1
V0609,35,192.168.6.204,DV1816,5,84,0,2,1
V0642,34,192.168.1.5,DV1207,7,108,0,0,1
V0505,22,192.168.2.71,DV1412,3,82,1,0,0
V0896,23,192.168.3.180,DV1664,3,4,0,0,1
V2097,22,192.168.10.73,DV1331,1,116,0,1,1
V2500,29,192.168.0.199,DV1362,3,61,1,0,0
V0709,80,192.168.3.83,DV1019,3,9,0,1,1
V1266,35,192.168.4.82,DV1659,1,69,1,2,1
V0807,81,192.168.2.227,DV1624,4,93,1,1,1
V1478,27,192.168.10.149,DV1631,3,44,1,0,0
V1394,64,192.168.7.162,DV1734,2,119,1,0,0
V0978,34,192.168.3.34,DV1080,7,91,0,0,1
V0866,61,192.168.1.248,DV1148,3,110,1,3,1
V0653,35,192.168.10.31,DV1765,4,60,0,0,1
V1672,76,192.168.6.83,DV1449,3,68,1,0,0
V0171,78,192.168.7.200,DV1370,2,60,0,0,1
V2078,80,192.168.0.245,DV1315,3,46,1,3,1
V0428,82,192.168.6.109,DV1718,7,13,0,2,1
V0188,38,192.168.9.13,DV1690,2,37,1,3,1
V1744,30,192.168.5.235,DV1259,1,80,1,0,0
V0010,65,192.168.5.54,DV1686,5,92,0,1,1
V1108,83,192.168.9.172,DV1106,1,59,1,0,0
V0267,58,192.168.5.250,DV1408,3,100,1,0,0
V0840,87,192.168.3.45,DV1678,2,97,1,0,0
V2617,35,192.168.4.102,DV1491,3,99,1,0,0
V0050,88,192.168.2.111,DV1130,1,42,1,0,0
V0767,80,192.168.9.137,DV1090,3,28,1,0,0
V1744,30,192.168.5.235,DV1259,1,80,1,0,0
V1835,90,192.168.4.153,DV1036,3,21,1,0,0
V2802,83,192.168.8.163,DV1907,1,71,1,0,0
V0528,34,192.168.4.186,DV1827,3,90,1,0,0
V0477,58,192.168.2.182,DV1991,6,31,0,3,1
V0050,88,192.168.2.111,DV1130,1,42,1,0,0
V1269,84,192.168.5.47,DV1452,1,11,1,0,0
V0015,69,192.168.5.57,DV1141,8,14,0,0,1
V1758,42,192.168.2.80,DV1054,7,93,1,1,1
V1259,70,192.168.4.197,DV1613,8,16,0,2,1
V0274,73,192.168.2.226,DV1270,6,100,1,2,1
V0537,19,192.168.5.194,DV1853,4,5,0,1,1
V0512,25,192.168.3.9,DV1467,1,120,1,1,1
V0963,37,192.168.4.77,DV1978,8,18,1,3,1
V0764,54,192.168.3.203,DV1713,5,9,1,0,1
V1388,80,192.168.5.86,DV1311,2,15,0,1,1
V0635,60,192.168.1.124,DV1691,8,64,0,1,1
V1102,44,192.168.4.177,DV1767,2,88,1,1,1
V1850,44,192.168.3.63,DV1599,8,62,0,0,1
V1706,52,192.168.1.209,DV1802,7,86,1,1,1
V1087,61,192.168.2.55,DV1189,2,98,1,0,0
V0273,24,192.168.4.127,DV1611,8,39,0,0,1
V1057,18,192.168.4.130,DV1634,7,41,1,2,1
V1178,72,192.168.1.235,DV1255,4,24,1,2,1
V0940,74,192.168.10.6,DV1298,4,11,0,1,1
V2805,54,192.168.7.250,DV1980,3,116,1,0,0
V1246,77,192.168.7.119,DV1069,2,73,0,3,1
V1529,56,192.168.7.127,DV1869,2,110,1,0,0
V0151,42,192.168.9.65,DV1694,3,83,0,0,1
V0553,32,192.168.1.218,DV1776,1,4,0,1,1
V1657,28,192.168.1.246,DV1957,4,75,1,0,1
V0591,53,192.168.8.68,DV1133,3,77,1,0,0
V1514,39,192.168.3.245,DV1739,8,58,1,3,1
V0295,35,192.168.0.247,DV1563,3,55,1,3,1
V0344,20,192.168.0.137,DV1564,7,4,0,2,1
V1688,73,192.168.1.126,DV1571,4,93,0,0,1
V1860,57,192.168.8.79,DV1327,8,16,1,1,1
V0034,87,192.168.0.249,DV1095,4,24,1,3,1
V1934,37,192.168.1.226,DV1772,6,115,1,0,1
V2340,65,192.168.1.10,DV1262,1,120,1,0,0
V1910,36,192.168.3.169,DV1084,2,94,1,2,1
V0063,71,192.168.10.241,DV1388,3,81,1,3,1
V1779,35,192.168.6.198,DV1334,5,107,1,3,1
V2432,69,192.168.9.196,DV1367,3,58,1,0,0
V1829,74,192.168.7.212,DV1743,1,40,1,0,0
V1773,60,192.168.0.249,DV1092,5,104,0,2,1
V0209,70,192.168.5.174,DV1612,1,104,1,0,0
V0205,77,192.168.9.142,DV1977,1,60,0,2,1
V1915,68,192.168.5.3,DV1585,8,64,1,1,1
V1387,54,192.168.7.72,DV1930,2,58,0,2,1
V0008,42,192.168.1.12,DV1677,4,101,1,0,1
V1003,22,192.168.2.143,DV1675,5,116,0,3,1
V0678,64,192.168.9.221,DV1265,3,73,1,1,1
V1521,47,192.168.8.17,DV1394,5,80,0,1,1
V1744,30,192.168.5.235,DV1259,1,80,1,0,0
V1061,73,192.168.4.232,DV1897,5,81,1,2,1
V0801,38,192.168.10.73,DV1625,3,61,1,0,0
V2446,67,192.168.0.252,DV1164,2,101,1,0,0
V1104,56,192.168.3.54,DV1570,1,5,1,2,1
V1950,29,192.168.10.104,DV1320,8,84,0,3,1
V0382,23,192.168.1.6,DV1869,6,85,0,1,1
V1368,63,192.168.0.26,DV1441,8,28,0,1,1
V1700,87,192.168.0.244,DV1739,1,105,1,0,0
V2331,49,192.168.10.239,DV1569,3,83,1,0,0
V2939,0,127.0.0.1,DV7992,1,0,1,0,0
V0169,19,192.168.5.203,DV1807,4,78,1,0,1
V1473,50,192.168.10.46,DV1085,3,11,1,3,1
V2063,45,192.168.6.65,DV1844,6,97,0,0,1
V2164,68,192.168.0.96,DV1061,1,17,1,0,0
V0117,52,192.168.8.139,DV1505,8,13,0,3,1
V2973,45,192.168.7.105,DV1921,2,67,1,0,0
V0536,72,192.168.7.99,DV1004,1,71,0,2,1
V0670,58,192.168.5.56,DV1915,5,26,0,3,1
V0801,38,192.168.10.73,DV1625,3,61,1,0,0
V1748,37,192.168.2.223,DV1871,3,13,1,0,0
V1754,53,192.168.8.90,DV1120,6,62,0,3,1
V2350,37,192.168.1.214,DV1922,3,63,1,0,0
V1519,45,192.168.10.96,DV1380,3,102,1,0,0
V2035,58,192.168.9.232,DV1848,8,63,1,1,1
V0935,65,192.168.5.116,DV1497,2,63,1,3,1
V1637,86,192.168.0.170,DV1312,1,72,1,0,0
